system:index,AREA,AREA_1,B00,B00_1,B15,B15_1,B75,B75_1,B90,B90_1,BBX_LATMN,BBX_LATMX,BBX_LATM_1,BBX_LATM_2,BBX_LONMN,BBX_LONMX,BBX_LONM_1,BBX_LONM_2,BUCAP00,BUCAP00_1,BUCAP15,BUCAP15_1,BUCAP75,BUCAP75_1,BUCAP90,BUCAP90_1,CTR_MN_ISO,CTR_MN_I_1,CTR_MN_NM,CTR_MN_N_1,Country,DEV_CMI,DEV_CMI_1,EL_AV_ALS,EL_AV_AL_1,EX_EQ19MMI,EX_EQ19M_1,EX_EQ19PGA,EX_EQ19P_1,EX_EQ19_Q,EX_EQ19__1,EX_FD_AREA,EX_FD_AR_1,EX_FD_B00,EX_FD_B0_1,EX_FD_B15,EX_FD_B1_1,EX_FD_B75,EX_FD_B7_1,EX_FD_B90,EX_FD_B9_1,EX_FD_P00,EX_FD_P0_1,EX_FD_P15,EX_FD_P1_1,EX_FD_P75,EX_FD_P7_1,EX_FD_P90,EX_FD_P9_1,EX_HW_IDX,EX_HW_ID_1,EX_SS_AREA,EX_SS_AR_1,EX_SS_B00,EX_SS_B0_1,EX_SS_B15,EX_SS_B1_1,EX_SS_B75,EX_SS_B7_1,EX_SS_B90,EX_SS_B9_1,EX_SS_P00,EX_SS_P0_1,EX_SS_P15,EX_SS_P1_1,EX_SS_P75,EX_SS_P7_1,EX_SS_P90,EX_SS_P9_1,E_BM_NM_LS,E_BM_NM__1,E_BM_NM__2,E_BM_NM__3,E_CPM2_T00,E_CPM2_T05,E_CPM2_T10,E_CPM2_T14,E_CPM2_T_1,E_CPM2_T_2,E_CPM2_T_3,E_CPM2_T_4,E_EC2E_A00,E_EC2E_A15,E_EC2E_A75,E_EC2E_A90,E_EC2E_A_1,E_EC2E_A_2,E_EC2E_A_3,E_EC2E_A_4,E_EC2E_E00,E_EC2E_E15,E_EC2E_E75,E_EC2E_E90,E_EC2E_E_1,E_EC2E_E_2,E_EC2E_E_3,E_EC2E_E_4,E_EC2E_I00,E_EC2E_I15,E_EC2E_I75,E_EC2E_I90,E_EC2E_I_1,E_EC2E_I_2,E_EC2E_I_3,E_EC2E_I_4,E_EC2E_R00,E_EC2E_R15,E_EC2E_R75,E_EC2E_R90,E_EC2E_R_1,E_EC2E_R_2,E_EC2E_R_3,E_EC2E_R_4,E_EC2E_T00,E_EC2E_T15,E_EC2E_T75,E_EC2E_T90,E_EC2E_T_1,E_EC2E_T_2,E_EC2E_T_3,E_EC2E_T_4,E_EC2O_A00,E_EC2O_A15,E_EC2O_A75,E_EC2O_A90,E_EC2O_A_1,E_EC2O_A_2,E_EC2O_A_3,E_EC2O_A_4,E_EC2O_E00,E_EC2O_E15,E_EC2O_E75,E_EC2O_E90,E_EC2O_E_1,E_EC2O_E_2,E_EC2O_E_3,E_EC2O_E_4,E_EC2O_I00,E_EC2O_I15,E_EC2O_I75,E_EC2O_I90,E_EC2O_I_1,E_EC2O_I_2,E_EC2O_I_3,E_EC2O_I_4,E_EC2O_R00,E_EC2O_R15,E_EC2O_R75,E_EC2O_R90,E_EC2O_R_1,E_EC2O_R_2,E_EC2O_R_3,E_EC2O_R_4,E_EC2O_T00,E_EC2O_T15,E_EC2O_T75,E_EC2O_T90,E_EC2O_T_1,E_EC2O_T_2,E_EC2O_T_3,E_EC2O_T_4,E_EPM2_A00,E_EPM2_A15,E_EPM2_A75,E_EPM2_A90,E_EPM2_A_1,E_EPM2_A_2,E_EPM2_A_3,E_EPM2_A_4,E_EPM2_E00,E_EPM2_E15,E_EPM2_E75,E_EPM2_E90,E_EPM2_E_1,E_EPM2_E_2,E_EPM2_E_3,E_EPM2_E_4,E_EPM2_I00,E_EPM2_I15,E_EPM2_I75,E_EPM2_I90,E_EPM2_I_1,E_EPM2_I_2,E_EPM2_I_3,E_EPM2_I_4,E_EPM2_R00,E_EPM2_R15,E_EPM2_R75,E_EPM2_R90,E_EPM2_R_1,E_EPM2_R_2,E_EPM2_R_3,E_EPM2_R_4,E_EPM2_T00,E_EPM2_T15,E_EPM2_T75,E_EPM2_T90,E_EPM2_T_1,E_EPM2_T_2,E_EPM2_T_3,E_EPM2_T_4,E_GR_AH00,E_GR_AH0_1,E_GR_AH14,E_GR_AH1_1,E_GR_AH90,E_GR_AH9_1,E_GR_AL00,E_GR_AL0_1,E_GR_AL14,E_GR_AL1_1,E_GR_AL90,E_GR_AL9_1,E_GR_AM00,E_GR_AM0_1,E_GR_AM14,E_GR_AM1_1,E_GR_AM90,E_GR_AM9_1,E_GR_AT00,E_GR_AT0_1,E_GR_AT14,E_GR_AT1_1,E_GR_AT90,E_GR_AT9_1,E_GR_AV00,E_GR_AV0_1,E_GR_AV14,E_GR_AV1_1,E_GR_AV90,E_GR_AV9_1,E_KG_NM_LS,E_KG_NM__1,E_KG_NM__2,E_KG_NM__3,E_RB_NM_LS,E_RB_NM__1,E_RB_NM__2,E_RB_NM__3,E_SL_LST,E_SL_LST_1,E_WR_P_00,E_WR_P_001,E_WR_P_14,E_WR_P_90,E_WR_P__15,E_WR_P__91,E_WR_T_00,E_WR_T_001,E_WR_T_14,E_WR_T_90,E_WR_T__15,E_WR_T__91,Field1,GCPNT_LAT,GCPNT_LA_1,GCPNT_LON,GCPNT_LO_1,GDP00_SM,GDP00_SM_1,GDP15_SM,GDP15_SM_1,GDP90_SM,GDP90_SM_1,GRGN_L1,GRGN_L1_1,GRGN_L2,GRGN_L2_1,H00_AREA,H00_AREA_1,H00_NBR,H00_NBR_1,H75_AREA,H75_AREA_1,H75_NBR,H75_NBR_1,H90_AREA,H90_AREA_1,H90_NBR,H90_NBR_1,ID_HDC_G0,ID_HDC_G_1,INCM_CMI,INCM_CMI_1,NTL_AV,NTL_AV_1,P00,P00_1,P15,P15_1,P75,P75_1,P90,P90_1,QA2_1V,QA2_1V_1,SDG_A2G14,SDG_A2G1_1,SDG_LUE901,SDG_LUE9_1,SDG_LUE9_2,SDG_LUE9_3,SDG_OS15MX,SDG_OS15_1,Shape_Ar_1,Shape_Area,Shape_Le_1,Shape_Leng,TT2CC,TT2CC_1,UC_NM_LST,UC_NM_LST1,UC_NM_LS_1,UC_NM_MN,UC_NM_MN_1,UC_NM_SRC,UC_NM_SR_1,Urban_area,XBRDR,XBRDR_1,XCTR_NBR,XCTR_NBR_1,XC_ISO_LST,XC_ISO_L_1,XC_NM_LST,XC_NM_LST1,XC_NM_LS_1,Year,city,city1,sum,.geo
00000000000000000189,423.0,0,216.58291626,0.0,228.78085327,0.0,141.37696838,0.0,180.8732605,0.0,-25.98965948,-25.7286483,0.0,0.0,32.41387435,32.67241277,0.0,0.0,130.76112503,0.0,94.19066334,0.0,144.3648777,0.0,146.12250523,0.0,MOZ,,Mozambique,,Mozambique,LDCL,,35.35902776,0.0,3.0,0,0.019311,0.0,available,,2.0,0,0.57757002,0.0,0.77727598,0.0,0.080862,0.0,0.34125,0.0,2258.20227051,0.0,5251.35229492,0.0,177.44675446,0.0,925.51333618,0.0,0.0,0.0,157.0,0,79.67098236,0.0,81.48929596,0.0,54.30164719,0.0,70.49056244,0.0,938725.18861,0.0,1119928.81594,0.0,688217.424541,0.0,783194.287983,0.0,Tropical and Subtropical Moist Broadleaf Forests,,,,18.00416,14.07648,13.18124,14.95375,0.0,0.0,0.0,0.0,0.87954914,0.0,5.18399021,0.15322391,0.0,0.0,0.0,0.0,30472.82721116,74085.88906979,225110.64311717,35229.09131765,0.0,0.0,0.0,0.0,27977.8077775,177734.0710902,102062.40607593,16433.85005413,0.0,0.0,0.0,0.0,20028.366564,13945.74378894,36524.34136947,7961.86081871,0.0,0.0,0.0,0.0,34091.19236834,93598.84393709,16575.03689943,24193.48076458,0.0,0.0,0.0,0.0,125.7591223,573.88406901,405.18240246,112.22563017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163713.71727498,237344.12193841,155622.32340792,143006.88955111,0.0,0.0,0.0,0.0,203631.42423296,181348.65842981,212842.02821299,188674.27690037,0.0,0.0,0.0,0.0,0.0,0.05468184,0.0,0.0,0.0,0.0,0.0,0.0,0.67554817,2.21648663,1.53087522,0.55232438,0.0,0.0,0.0,0.0,3.5778278,8.38132476,26.46651269,4.32637996,0.0,0.0,0.0,0.0,714.18690574,1349.25271917,911.79231922,642.05709484,0.0,0.0,0.0,0.0,723.28469948,649.10454075,758.17339422,670.88295047,0.0,0.0,0.0,0.0,9.70258999,26.10685619,2.24198621,6.93927315,0.0,0.0,0.0,0.0,198.39709014,0.0,86.14798162,0.0,184.69579167,0.0,10.09551918,0.0,12.87647928,0.0,19.20092218,0.0,212.93083531,0.0,322.39898373,0.0,217.52673078,0.0,420.22234208,0.0,421.42344463,0.0,419.73802888,0.0,0.45580507,0.0,0.39722989,0.0,0.43696376,0.0,Tropical savannah with dry winter,,,,NAN,,,,Arenosols,,1020.8250351,0.0,715.97502136,707.65000916,0.0,0.0,23.40499067,0.0,24.12363052,23.45963621,0.0,0.0,394,-25.87517019,0.0,32.55427612,0.0,1.986451072E9,0.0,5.336618496E9,0.0,1.572622976E9,0.0,Africa,,Eastern Africa,,335.0,0,1.0,0,251.0,0,1.0,0,288.0,0,1.0,0,4220.0,0,LIC,,14.71843744,0.0,1656324.96824,0.0,2428912.22071,0.0,979303.073101,0.0,1237819.32296,0.0,1.0,0,0.07798513,0.0,0.34857,,,0.0,45.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maputo; Matola,Maputo,,Maputo,,GISCO OSM,,Maputo,0.0,0,1.0,0,MOZ,,Mozambique,Mozambique,,2020,Maputo; Matola;,Maputo,6.630971249833552E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e8,524.0,0,179.33030701,0.0,188.65591431,0.0,88.13844299,0.0,121.22989655,0.0,16.71941205,17.06487221,0.0,0.0,96.00673571,96.29093358,0.0,0.0,56.47322921,0.0,33.17793914,0.0,528.02231792,0.0,82.57392954,0.0,MMR,,Myanmar,,Myanmar,LDCL,,10.86308438,0.0,5.0,0,0.146223,0.0,preliminary,,184.0,0,49.76928711,0.0,53.90587616,0.0,14.04832745,0.0,27.32064819,0.0,980657.552765,0.0,1765812.61121,0.0,49944.5931213,0.0,446747.308731,0.0,18.08670044,0.0,187.0,0,80.8713913,0.0,83.38017273,0.0,51.69483566,0.0,62.84001541,0.0,1422849.45154,0.0,2538224.22096,0.0,75749.9304562,0.0,662118.477434,0.0,Tropical and Subtropical Moist Broadleaf Forests,,,,23.0752,25.21062,23.74812,28.05145,0.0,0.0,0.0,0.0,479.42341234,273.78717147,125.38752538,170.52704076,0.0,0.0,0.0,0.0,1459845.30176807,3626400.45556612,171740.42280227,850924.57475924,0.0,0.0,0.0,0.0,185754.67783434,516977.777182,12572.21103321,59293.79475233,0.0,0.0,0.0,0.0,17994.46361141,221328.90436105,4793.40092432,3054.35658093,0.0,0.0,0.0,0.0,182161.03822931,452570.67083464,77363.40858015,87931.28454668,0.0,0.0,0.0,0.0,111225.25773125,133958.75679275,66092.74424948,77475.90848619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83230.84624334,136906.75661352,0.0,0.0,0.0,0.0,0.0,0.0,212122.77152658,159129.51372772,1033582.48354527,304114.63462332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.32844853,568.04261668,265.76725897,307.08159346,0.0,0.0,0.0,0.0,15.22292373,37.8153897,1.79087118,8.87325466,0.0,0.0,0.0,0.0,435.63233234,600.46220474,29.73116619,173.99401259,0.0,0.0,0.0,0.0,974.28402549,852.4826754,3664.71059329,1245.84536674,0.0,0.0,0.0,0.0,102.98363192,257.14533828,41.47613348,40.87430312,0.0,0.0,0.0,0.0,240.27664532,0.0,324.37929385,0.0,83.94724816,0.0,7.31370714,0.0,10.27425216,0.0,11.12203295,0.0,273.55881576,0.0,186.4956222,0.0,426.07988711,0.0,521.14916821,0.0,521.14916821,0.0,521.14916821,0.0,0.47849741,0.0,0.48181505,0.0,0.41333569,0.0,Tropical monsoon,,,,Irrawaddy,,,,Gleysols,,2995.07507324,0.0,2474.40002441,2418.42504883,0.0,0.0,27.6920023,0.0,28.039639,27.5870142,0.0,0.0,745,16.86997966,0.0,96.148838,0.0,2.649883648E9,0.0,2.0513220608E10,0.0,1.610974592E9,0.0,Asia,,South-Eastern Asia,,443.0,0,2.0,0,0.0,0,0.0,0,337.0,0,3.0,0,10248.0,0,LMIC,,10.72588791,0.0,3175492.34423,0.0,5686185.435,0.0,166921.813724,0.0,1468137.67029,0.0,1.0,0,0.45473144,0.0,0.3266,,,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yangon,Yangon,,Yangon,,GISCO OSM,,Yangon,0.0,0,1.0,0,MMR,,Myanmar,Myanmar,,2020,Yangon;,Yangon,2.1632956421685594E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000313,279.0,0,116.49607849,0.0,124.83444214,0.0,37.82734299,0.0,93.2870636,0.0,38.94377011,39.08615595,0.0,0.0,117.4645063,117.83304001,0.0,0.0,171.07350181,0.0,126.00245431,0.0,135.25195773,0.0,184.81861886,0.0,CHN,,China,,China,LDC,,2.1449485,0.0,5.0,0,0.16698,0.0,available,,247.0,0,113.38184357,0.0,118.4695816,0.0,37.2328949,0.0,90.93955231,0.0,666499.54527,0.0,969410.60997,0.0,276751.311439,0.0,494525.739451,0.0,5.65491009,0.0,196.0,0,89.73521423,0.0,97.01976013,0.0,31.16454887,0.0,68.08089447,0.0,515933.411966,0.0,756071.032608,0.0,214065.894017,0.0,380645.95267,0.0,Temperate Broadleaf and Mixed Forests,,,,64.08082,71.78266,77.05658,81.9355,0.0,0.0,0.0,0.0,420.49147723,409.41353016,48.42345695,279.59368856,0.0,0.0,0.0,0.0,428143.44724647,1507830.47453973,48307.22618024,164243.70790068,0.0,0.0,0.0,0.0,1643332.73899173,5023097.44251092,489503.54735489,1164308.88825481,0.0,0.0,0.0,0.0,444565.29556185,1166641.23741264,196004.85842675,483238.5611243,0.0,0.0,0.0,0.0,1053647.64325333,3706447.22139901,181553.8547575,330804.52576894,0.0,0.0,0.0,0.0,1002.31523507,1255.44266531,931.02304148,1071.0355436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350487.28558616,95768.39970662,412102.17623247,392219.91170123,0.0,0.0,0.0,0.0,0.0,30526.02357903,0.0,0.0,0.0,0.0,0.0,0.0,16.97964779,21.04833058,11.29545303,14.30050473,0.0,0.0,0.0,0.0,152.4420981,174.24954995,131.20779753,173.2895536,0.0,0.0,0.0,0.0,2153.53937791,5592.01611441,951.04230121,1923.25486076,0.0,0.0,0.0,0.0,2548.53955678,3051.63967368,2230.27144899,3229.91879912,0.0,0.0,0.0,0.0,1216.47692795,1722.08231625,92.96817159,260.41608154,0.0,0.0,0.0,0.0,0.0,0.0,8.23379117,0.0,2.61611018,0.0,169.01089415,0.0,94.3953942,0.0,169.6861998,0.0,108.39800303,0.0,174.77971181,0.0,105.10658721,0.0,277.40889719,0.0,277.40889719,0.0,218.81409235,0.0,0.18654287,0.0,0.24046888,0.0,0.18679237,0.0,"Steppe (semi-arid), and  Cold arid",,,,Yongding He,,,,Solonchaks,,381.45001221,0.0,534.2250061,550.32500458,0.0,0.0,13.37149739,0.0,13.21146417,13.01345348,0.0,0.0,788,39.01161645,0.0,117.65926473,0.0,3.041988096E9,0.0,1.6704251904E10,0.0,1.268600064E9,0.0,Asia,,Eastern Asia,,176.0,0,1.0,0,40.0,0,2.0,0,135.0,0,1.0,0,11011.0,0,UMIC,,35.53889833,0.0,680970.911664,0.0,990730.242729,0.0,279680.557834,0.0,504749.273497,0.0,1.0,0,0.01957093,0.0,0.43196,,,0.0,55.26,0.0,0.0,0.0,0.0,0.0,74.84687455,0.0,Binhai,Binhai,,Binhai,,GISCO OSM,,Binhai,0.0,0,1.0,0,CHN,,China,China,,2020,Binhai;,Binhai,4.281510373542569E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035d,110.0,0,28.87038994,0.0,30.50397301,0.0,21.05758858,0.0,24.50336075,0.0,40.05011484,40.21126738,0.0,0.0,124.31270042,124.47681492,0.0,0.0,30.22990972,0.0,30.29038718,0.0,30.43647257,0.0,27.92165118,0.0,CHN,,China,,China,LDC,,31.49360762,0.0,5.0,0,0.097676,0.0,available,,60.0,0,20.76140404,0.0,21.24394417,0.0,15.95101261,0.0,18.41244507,0.0,438470.153084,0.0,484922.456772,0.0,303288.502369,0.0,396005.640053,0.0,7.73890019,0.0,1.0,0,0.398177,0.0,0.40245497,0.0,0.280224,0.0,0.31934899,0.0,3215.83227539,0.0,2207.80566406,0.0,3442.27368164,0.0,3900.75634766,0.0,Temperate Broadleaf and Mixed Forests,,,,37.5721,39.43172,36.1706,44.1294,0.0,0.0,0.0,0.0,130.15726515,120.47566248,166.65648749,554.47711966,0.0,0.0,0.0,0.0,1616028.13968844,5352179.05382186,494718.63585207,696630.04774962,0.0,0.0,0.0,0.0,1733239.04040178,3776644.58741164,475232.22485622,1725393.57167339,0.0,0.0,0.0,0.0,353918.82491121,430747.43826432,166843.19220469,459025.99323429,0.0,0.0,0.0,0.0,67422.77324065,233737.08301424,20412.1750357,33896.65238584,0.0,0.0,0.0,0.0,1017.65730168,1454.23172767,1254.59539537,2026.86476995,0.0,0.0,0.0,0.0,0.0,168490.55830017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59528.5141007,29254.76368188,84620.2587362,89070.714911,0.0,0.0,0.0,0.0,0.0,2004.63779044,0.0,0.0,0.0,0.0,0.0,0.0,7.53927599,10.08995061,6.96870704,10.88487012,0.0,0.0,0.0,0.0,1191.21482628,1382.51800508,1343.71283088,1368.91369964,0.0,0.0,0.0,0.0,2708.90324504,5692.17751942,931.60359614,2941.11575426,0.0,0.0,0.0,0.0,1163.86983657,1109.61788599,980.90435039,1807.4145735,0.0,0.0,0.0,0.0,52.61442076,58.12535458,9.28674304,16.25303612,0.0,0.0,0.0,0.0,53.86276923,0.0,41.58219747,0.0,47.41327893,0.0,19.0865302,0.0,19.08662945,0.0,22.86990368,0.0,37.22835598,0.0,49.50882849,0.0,39.8944728,0.0,110.17765541,0.0,110.17765541,0.0,110.17765541,0.0,0.29389633,0.0,0.28471841,0.0,0.25881111,0.0,"Snow with dry winter, and  Hot summer",,,,NAN,,,,Phaeozems,,734.17501831,0.0,901.65003204,791.05001831,0.0,0.0,8.88811612,0.0,8.75396478,8.59583163,0.0,0.0,862,40.13694038,0.0,124.38242114,0.0,2.466025472E9,0.0,8.490370048E9,0.0,1.193412992E9,0.0,Asia,,Eastern Asia,,107.0,0,1.0,0,76.0,0,1.0,0,101.0,0,1.0,0,11767.0,0,UMIC,,7.50322073,0.0,955027.328941,0.0,1007051.2744,0.0,691853.779271,0.0,877575.634468,0.0,1.0,0,0.21416363,0.0,1.5917,,,0.0,72.27,0.0,0.0,0.0,0.0,0.0,506.64473904,0.0,Dandong; Sinuiju; Yuanbao; Zhenxing; Zhen'an,Dandong,,Dandong,,GISCO OSM,,Dandong,1.0,0,2.0,0,CHN; PRK,,China,China,,2020,Dandong; Sinuiju; Yuanbao; Zhenxing; Zhen'an;,Dandong,4.032298664948589E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000036c,209.0,0,74.94477844,0.0,84.78482819,0.0,51.24125671,0.0,51.24125671,0.0,19.92889616,20.08626077,0.0,0.0,110.23124667,110.42505507,0.0,0.0,72.20198289,0.0,53.26701538,0.0,132.51251415,0.0,69.79871087,0.0,CHN,,China,,China,LDC,,19.86339258,0.0,6.0,0,0.215205,0.0,available,,53.0,0,15.72765923,0.0,17.96284103,0.0,10.71990681,0.0,10.71990681,0.0,175194.509482,0.0,262632.747996,0.0,66707.5182784,0.0,126643.896287,0.0,11.26029968,0.0,205.0,0,74.74573517,0.0,84.31503296,0.0,51.17422104,0.0,51.17422104,0.0,1035014.53819,0.0,1583878.71676,0.0,385965.900209,0.0,732754.390159,0.0,Tropical and Subtropical Moist Broadleaf Forests,,,,25.4242,25.47488,22.20078,22.0187,0.0,0.0,0.0,0.0,269.29884358,262.20458897,31.01218502,179.06246516,0.0,0.0,0.0,0.0,5110599.5580384,1.50164904857555E7,305760.39289185,2186939.62430088,0.0,0.0,0.0,0.0,718882.61909853,2167644.25751319,245459.55568502,516734.72047568,0.0,0.0,0.0,0.0,248211.36835098,691022.43722365,98168.07017787,261769.73400695,0.0,0.0,0.0,0.0,150560.06395162,559810.42134217,27165.37145743,47239.90569145,0.0,0.0,0.0,0.0,2263.9456717,3424.83998734,968.23659091,2033.07066288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87523.49034631,22620.81871028,88345.56218917,101102.48386632,0.0,0.0,0.0,0.0,0.0,4758.47147034,0.0,0.0,0.0,0.0,0.0,0.0,19.94896396,25.82482836,13.66272881,18.25979882,0.0,0.0,0.0,0.0,3637.81066582,3728.86821363,830.48252286,4178.98464339,0.0,0.0,0.0,0.0,1236.41521314,3267.63655964,515.57175266,1097.36474083,0.0,0.0,0.0,0.0,1046.07142028,1693.36992242,714.24487064,1362.15697741,0.0,0.0,0.0,0.0,116.9031253,140.61425248,14.19582567,24.59587408,0.0,0.0,0.0,0.0,70.68553202,0.0,41.84668006,0.0,55.86579383,0.0,15.97934052,0.0,11.01703982,0.0,28.94636616,0.0,121.19256501,0.0,154.99371767,0.0,123.04527755,0.0,207.8684359,0.0,207.8684359,0.0,202.85484612,0.0,0.38248325,0.0,0.3405935,0.0,0.3829023,0.0,Tropical savannah with dry winter,,,,NAN,,,,Cambisols,,1874.05004883,0.0,1875.37503052,1626.80001831,0.0,0.0,24.85147667,0.0,24.71365595,24.64797354,0.0,0.0,877,20.00638212,0.0,110.32344022,0.0,2.317489664E9,0.0,1.1728514048E10,0.0,1.234453376E9,0.0,Asia,,Eastern Asia,,162.0,0,1.0,0,96.0,0,1.0,0,132.0,0,1.0,0,11925.0,0,UMIC,,23.6877776,0.0,1037987.8148,0.0,1591694.73983,0.0,386689.94427,0.0,734128.984303,0.0,1.0,0,0.09370405,0.0,0.65072,,,0.0,59.44,0.0,0.0,0.0,0.0,0.0,1630.75497,0.0,Haikou; Xiuying; Longhua; Qiongshan; Meilan,Haikou,,Haikou,,GISCO OSM,,Haikou,0.0,0,1.0,0,CHN,,China,China,,2020,Haikou; Xiuying; Longhua; Qiongshan; Meilan;,Haikou,5.479794145227876E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000377,6622.0,0,2469.50244141,0.0,2771.37182617,0.0,966.7411499,0.0,1429.27722168,0.0,22.44593904,23.38063477,0.0,0.0,112.76360817,114.40864127,0.0,0.0,86.52116121,0.0,68.2774119,0.0,76.00595696,0.0,66.40267185,0.0,CHN,,China,,China,LDC,,21.06768105,0.0,4.0,0,0.067381,0.0,available,,3500.0,0,1300.10192871,0.0,1430.61816406,0.0,679.43713379,0.0,819.22058106,0.0,1.3019386582E7,0.0,1.76399530838E7,0.0,6372768.2012,0.0,1.0260557028E7,0.0,7.17387009,0.0,1202.0,0,451.60070801,0.0,511.22302246,0.0,116.22180176,0.0,264.01141357,0.0,6106345.27258,0.0,9606936.97602,0.0,2372636.49069,0.0,4404565.80672,0.0,Tropical and Subtropical Moist Broadleaf Forests,,,,41.1386,51.6229,43.25422,37.3452,0.0,0.0,0.0,0.0,6024.3101593,6101.9652624,2215.57309967,4747.42773898,0.0,0.0,0.0,0.0,4.42716653049835E7,1.18799044262857E8,8275984.84470753,1.85900049842921E7,0.0,0.0,0.0,0.0,2.95353903668739E7,8.9839132776261E7,1.09050147861509E7,2.11004784607273E7,0.0,0.0,0.0,0.0,9400905.51014663,2.49149610049279E7,4304827.63459067,1.03274219173744E7,0.0,0.0,0.0,0.0,8368960.38764202,2.50445001174601E7,1710742.41917567,3154457.66114572,0.0,0.0,0.0,0.0,24451.4528622,32716.09638687,15149.58880355,23415.52408086,0.0,0.0,0.0,0.0,1447266.16534755,764694.70847762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2698397.26227297,702866.3636896,5274962.86556006,4084786.21980684,0.0,0.0,0.0,0.0,0.0,192060.03833969,0.0,0.0,0.0,0.0,0.0,0.0,646.98552856,819.51868374,358.62145309,499.52216105,0.0,0.0,0.0,0.0,26816.32853449,26642.47583886,15048.74385525,29212.58888042,0.0,0.0,0.0,0.0,49116.63893614,131113.63394463,22472.57928943,43594.92086738,0.0,0.0,0.0,0.0,37260.31131151,60550.74583564,35958.60081162,54008.93040764,0.0,0.0,0.0,0.0,8110.53414993,10044.29557362,817.09746424,2035.72124838,0.0,0.0,0.0,0.0,5.0E-6,0.0,5.0E-6,0.0,5.0E-6,0.0,490.13701905,0.0,728.19011263,0.0,1712.1658058,0.0,537.85657093,0.0,368.56411139,0.0,297.26837513,0.0,6569.56554905,0.0,6590.62603638,0.0,6534.83131667,0.0,0.29344573,0.0,0.2950374,0.0,0.36582206,0.0,"Mild temperate with dry winter, and  Hot summer",,,,Bei Jiang,,,,Anthrosols,,2065.15002441,0.0,1929.50003052,1519.04998779,0.0,0.0,23.17563868,0.0,22.92160892,22.8226161,0.0,0.0,888,22.63353449,0.0,113.997383,0.0,6.3016669184E10,0.0,2.9184884736E11,0.0,3.3730125824E10,0.0,Asia,,Eastern Asia,,5354.0,0,5.0,0,2258.0,0,21.0,0,4016.0,0,9.0,0,12080.0,0,UMIC,,18.04557298,0.0,2.85421786628E7,0.0,4.05898781018E7,0.0,1.27192813371E7,0.0,2.15243932485E7,0.0,1.0,0,0.03497812,0.0,1.0439,,,0.0,58.15,0.0,0.0,0.0,0.0,0.0,1254.65922937,0.0,Guangzhou; Shenzhen; Dongguan; Foshan; Jiangmen; Futian; Baoan; Pānyú; Shunde; Haizhu; Tianhe; Huangpu; Longgang; Luohu; Liwan; Yuexiu; Baiyun; Nanshan; Pingshan; Longhua; Guangming; 黄埔区; 高明区; 南海区; 禅城区; Xinhui; 蓬江区; 江海,Guangzhou,,Guangzhou,,GISCO OSM,,Guangzhou,0.0,0,1.0,0,CHN,,China,China,,2020,Guangzhou; Shenzhen; Dongguan; Foshan; Jiangmen; Futian; Baoan; P?üny??; Shunde; Haizhu; Tianhe; Huangpu; Longgang; Luohu; Liwan; Yuexiu; Baiyun; Nanshan; Pingshan; Longhua; Guangming; ??ä?ƒö?î?; ?½ÿµÿÄ?î?; ?ìùµ???î?; ?ªà?ƒÄ?î?; Xinhu,Guangzhou,1.3690348624886909E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
