,Latitude,Longitude,City,Country,Major_Geo_Region,ISO3,LCD_grouping,WHO_region,HDI_level,Koppen_climate_region,Peak_NDVI_2015,PopWeight_Peak_NDVI_2015,Greenness_Level_2015,Peak_NDVI_2020,PopWeight_Peak_NDVI_2020,Greenness_Level_2020,Peak_NDVI_2021,PopWeight_Peak_NDVI_2021,Greenness_Level_2021,Peak_NDVI_2022,PopWeight_Peak_NDVI_2022,Greenness_Level_2022,Peak_NDVI_2023,PopWeight_Peak_NDVI_2023,Greenness_Level_2023
1,5.108868585,7.35086201,Aba,Nigeria,Africa,NGA,Africa,Africa,Low,Tropical,0.395923974,0.3592178,Low,0.280348788,0.265531412,Very Low,0.278937239,0.237790624,Very Low,0.232999727,0.209872881,Very Low,0.380355672,0.349826131,Low
2,34.19086747,73.23266806,Abbottabad,Pakistan,Asia,PAK,Asia,Eastern Mediterranean,Low,Temperate,0.433512368,0.432944302,Moderate,0.430453001,0.429825596,Moderate,0.376396543,0.375921531,Low,0.385198242,0.384479008,Low,0.432189957,0.431479826,Moderate
3,7.162590478,3.344045183,Abeokuta,Nigeria,Africa,NGA,Africa,Africa,Low,Tropical,0.321656805,0.273594242,Very Low,0.370795774,0.34415952,Low,0.36403167,0.334308868,Low,0.347978973,0.317088891,Low,0.375428415,0.347732053,Low
4,5.349563262,-4.002695996,Abidjan,Côte d'Ivoire,Africa,NA,NA,NA,NA,Tropical,0.237470342,0.200714727,Very Low,0.227371313,0.198010386,Exceptionally Low,0.203664383,0.170043123,Exceptionally Low,0.194428801,0.166997961,Exceptionally Low,0.211839848,0.185840015,Exceptionally Low
5,24.42015132,54.43606686,Abu Dhabi,United Arab Emirates,Asia,ARE,Asia,Eastern Mediterranean,Very High,Arid,0.100465515,0.101854504,Exceptionally Low,0.100514681,0.102052159,Exceptionally Low,0.098936144,0.100185003,Exceptionally Low,0.099078281,0.100366418,Exceptionally Low,0.099467599,0.101146564,Exceptionally Low
6,9.061898911,7.433495189,Abuja,Nigeria,Africa,NGA,Africa,Africa,Low,Tropical,0.348363487,0.347888699,Low,0.318851853,0.31689291,Low,0.325238351,0.324660958,Low,0.311710292,0.310965834,Low,0.325238351,0.321190721,Low
7,16.86769935,-99.86174779,Acapulco,Mexico,Latin America and the Caribbean,MEX,South and Central America,Americas,High,Tropical,0.455155579,0.409823559,Moderate,0.415604901,0.3710847,Low,0.434440643,0.38887627,Low,0.426867724,0.376616919,Low,0.434440643,0.324563566,Low
8,5.621085071,-0.215586875,Accra,Ghana,Africa,GHA,Africa,Africa,Medium,Tropical,0.281178827,0.256301861,Very Low,0.274246564,0.255345369,Very Low,0.261382708,0.240056632,Very Low,0.250320547,0.226710953,Very Low,0.272518237,0.252592427,Very Low
9,11.46282258,26.13432264,Ad Da'ein,Sudan,Africa,SDN,Africa,Eastern Mediterranean,Low,Arid,0.259136479,0.259165525,Very Low,0.24201014,0.24215318,Very Low,0.292866478,0.293858882,Very Low,0.324648289,0.325243316,Low,0.292984454,0.292783008,Very Low
10,31.99086633,44.92013364,Ad Diwaniyah,Iraq,Asia,IRQ,Asia,Eastern Mediterranean,Medium,Arid,0.131825077,0.132203801,Exceptionally Low,0.133780131,0.133575843,Exceptionally Low,0.134318802,0.133826127,Exceptionally Low,0.126344663,0.126112294,Exceptionally Low,0.131343501,0.130745737,Exceptionally Low
11,37.00341935,35.28313393,Adana,Turkey,Asia,TUR,Asia,Europe,Very High,Temperate,0.255487646,0.279769005,Very Low,0.254724157,0.280618701,Very Low,0.236156865,0.25672494,Very Low,0.238424598,0.256818106,Very Low,0.228582668,0.245103826,Very Low
12,8.992593826,38.75908952,Addis Ababa,Ethiopia,Africa,ETH,Africa,Africa,Low,Temperate,0.329487624,0.288958092,Very Low,0.277000256,0.244533475,Very Low,0.280328681,0.247852303,Very Low,0.29231214,0.258581182,Very Low,0.280328681,0.263792739,Very Low
13,-34.87754566,138.5958794,Adelaide,Australia,Oceania,AUS,Oceania,Western Pacific,Very High,Arid,0.285159432,0.294138155,Very Low,0.287517978,0.302088085,Low,0.304470969,0.313275806,Low,0.276892207,0.283879389,Very Low,0.304470969,0.312703212,Low
14,30.38567798,-9.541463005,Agadir,Morocco,Africa,MAR,Africa,Eastern Mediterranean,Medium,Arid,0.226743695,0.23682553,Very Low,0.15343294,0.165149191,Exceptionally Low,0.194791121,0.203762122,Very Low,0.161095345,0.172316826,Exceptionally Low,0.166258361,0.17584977,Exceptionally Low
15,23.84562166,91.27513642,Agartala,India,Asia,IND,Asia,South-East Asia,Medium,Tropical,0.524007787,0.523317999,High,0.489097764,0.484698361,Moderate,0.541359494,0.54143176,High,0.544297648,0.541844454,High,0.541359494,0.508271069,High
16,27.16906048,77.99972883,Agra,India,Asia,IND,Asia,South-East Asia,Medium,Arid,0.296646099,0.300089987,Low,0.286840747,0.291501044,Very Low,0.324059023,0.328411605,Low,0.325078539,0.333884594,Low,0.324059023,0.300514301,Low
17,21.89441747,-102.2899114,Aguascalientes,Mexico,Latin America and the Caribbean,MEX,South and Central America,Americas,High,Arid,0.265643066,0.216975916,Very Low,0.199317907,0.167749105,Exceptionally Low,0.248657873,0.207744699,Very Low,0.207587684,0.174276847,Exceptionally Low,0.23720026,0.162106284,Exceptionally Low
18,19.11227917,74.73027309,Ahmadnagar,India,Asia,IND,Asia,South-East Asia,Medium,Arid,0.358346813,0.357641709,Low,0.44847331,0.448600982,Moderate,0.369484726,0.368942693,Low,0.373102016,0.372418043,Low,0.369484726,0.353844415,Low
19,23.03108938,72.5832061,Ahmedabad,India,Asia,IND,Asia,South-East Asia,Medium,Arid,0.253829395,0.218197051,Very Low,0.25568656,0.225936264,Very Low,0.251733912,0.219899393,Very Low,0.233912743,0.20763429,Very Low,0.251733912,0.203165822,Very Low
20,31.3097732,48.6748169,Ahwaz,Iran,Asia,IRN,Asia,Eastern Mediterranean,High,Arid,0.132568658,0.132814367,Exceptionally Low,0.134098608,0.134437887,Exceptionally Low,0.137069526,0.137957943,Exceptionally Low,0.124976577,0.125362901,Exceptionally Low,0.139348801,0.139783141,Exceptionally Low
21,26.46286606,74.64475898,Ajmer,India,Asia,IND,Asia,South-East Asia,Medium,Arid,0.306475901,0.305882749,Low,0.397865186,0.398445142,Low,0.354201937,0.354278563,Low,0.347382103,0.347773045,Low,0.354201937,0.345448102,Low
22,20.69811061,77.02438249,Akola,India,Asia,IND,Asia,South-East Asia,Medium,Arid,0.334188506,0.333786673,Low,0.344838616,0.344056239,Low,0.428293366,0.42683654,Moderate,0.353322955,0.352461726,Low,0.428293366,0.388219015,Low
23,7.251735516,5.191375359,Akure,Nigeria,Africa,NGA,Africa,Africa,Low,Tropical,0.347452697,0.343238505,Low,0.359230749,0.354837249,Low,0.370595621,0.36719407,Low,0.421894086,0.411032841,Moderate,0.425877557,0.418134377,Moderate
24,24.21233088,55.72145414,Al Ain,United Arab Emirates,Asia,ARE,Asia,Eastern Mediterranean,Very High,Arid,0.175585507,0.128203649,Exceptionally Low,0.173112565,0.137747416,Exceptionally Low,0.174771176,0.137788052,Exceptionally Low,0.174829211,0.139674606,Exceptionally Low,0.172087477,0.135038586,Exceptionally Low
25,30.58466918,32.2475588,Al Ismailiya,Egypt,Africa,EGY,Africa,Eastern Mediterranean,High,Arid,0.244552943,0.175422246,Exceptionally Low,0.226804207,0.172883238,Exceptionally Low,0.22454946,0.171063928,Exceptionally Low,0.22818093,0.172374324,Exceptionally Low,0.237829162,0.175524256,Exceptionally Low
26,14.23963012,32.99790151,Al Managil,Sudan,Africa,SDN,Africa,Eastern Mediterranean,Low,Arid,0.163166384,0.163090254,Exceptionally Low,0.201804391,0.201012275,Very Low,0.187343214,0.18620097,Exceptionally Low,0.251851273,0.251068071,Very Low,0.187343214,0.21616326,Very Low
27,9.564916376,76.33821859,Alappuzha,India,Asia,IND,Asia,South-East Asia,Medium,Tropical,0.541853256,0.555385896,High,0.51892407,0.529690819,High,0.480715064,0.486255399,Moderate,0.49209165,0.505101424,High,0.494773717,0.518466301,High
28,35.12903763,-106.629162,Albuquerque,United States,Northern America,USA,Northern America,Americas,Very High,Arid,0.225767321,0.217694232,Very Low,0.213540351,0.206541745,Very Low,0.211888827,0.205219951,Very Low,0.212489338,0.207148759,Very Low,0.205394162,0.197023239,Exceptionally Low
29,36.20427692,37.14624295,Aleppo,Syrian Arab Republic,Asia,SYR,Asia,Eastern Mediterranean,Medium,Arid,0.236710592,0.236999022,Very Low,0.213478919,0.211464083,Very Low,0.169473231,0.168510541,Exceptionally Low,0.178586485,0.178086804,Exceptionally Low,0.194009591,0.191593984,Exceptionally Low
30,31.07134156,29.80143483,Alexandria,Egypt,Africa,EGY,Africa,Eastern Mediterranean,High,Arid,0.234551212,0.203444616,Very Low,0.239204228,0.190463881,Exceptionally Low,0.232392502,0.190221526,Exceptionally Low,0.250554632,0.185724414,Exceptionally Low,0.228700989,0.186962941,Exceptionally Low
31,13.62106965,25.35298738,Al-Fashir,Sudan,Africa,SDN,Africa,Eastern Mediterranean,Low,Arid,0.167504902,0.167523902,Exceptionally Low,0.179310146,0.179404467,Exceptionally Low,0.170127732,0.17009084,Exceptionally Low,0.182660266,0.182805639,Exceptionally Low,0.170127732,0.18216656,Exceptionally Low
32,36.72933862,3.131149093,Algiers,Algeria,Africa,DZA,Africa,Africa,High,Temperate,0.333320527,0.289367222,Very Low,0.321248963,0.298269707,Very Low,0.299951911,0.279773667,Very Low,0.3327971,0.316720786,Low,0.327702057,0.307631979,Low
33,27.90366611,78.08159667,Aligarh,India,Asia,IND,Asia,South-East Asia,Medium,Temperate,0.321718087,0.321940623,Low,0.301898824,0.301742631,Low,0.311584118,0.311650614,Low,0.304131412,0.303348466,Low,0.311584118,0.289772016,Very Low
34,43.26431692,76.90272911,Almaty,Kazakhstan,Asia,KAZ,Asia,Europe,Very High,Continental,0.36389981,0.369381834,Low,0.393817383,0.399607526,Low,0.345216373,0.35186185,Low,0.379992567,0.382122626,Low,0.345476022,0.351691813,Low
35,28.09509519,30.75370865,Al-Minya,Egypt,Africa,EGY,Africa,Eastern Mediterranean,High,Arid,0.426166897,0.370297826,Low,0.405296189,0.34299353,Low,0.420007884,0.356204466,Low,0.398019821,0.334479074,Low,0.406761126,0.353210801,Low
36,13.18307176,30.22180419,Al-Ubayyid,Sudan,Africa,SDN,Africa,Eastern Mediterranean,Low,Arid,0.173775007,0.173824408,Exceptionally Low,0.190590602,0.190041902,Exceptionally Low,0.180565457,0.18077926,Exceptionally Low,0.177803054,0.177747817,Exceptionally Low,0.189695286,0.18900247,Exceptionally Low
37,27.54933893,76.64544023,Alwar,India,Asia,IND,Asia,South-East Asia,Medium,Arid,0.336801471,0.337010001,Low,0.293568921,0.293681525,Very Low,0.350159507,0.352429518,Low,0.33592377,0.337346999,Low,0.350159507,0.316130057,Low
38,30.59669473,31.49479544,Al-Zaqaziq,Egypt,Africa,EGY,Africa,Eastern Mediterranean,High,Arid,0.475032563,0.313905119,Low,0.451043662,0.29628697,Very Low,0.434148323,0.284525338,Very Low,0.451787266,0.303640861,Low,0.469081218,0.30951672,Low
39,5.77616432,7.008981166,Amaigbo,Nigeria,Africa,NGA,Africa,Africa,Low,Tropical,0.562481563,0.578555707,High,0.434347583,0.452390346,Moderate,0.521378493,0.536957185,High,0.437285778,0.445501994,Moderate,0.556529312,0.58429288,High
40,31.83711363,47.14519485,Amarah,Iraq,Asia,IRQ,Asia,Eastern Mediterranean,Medium,Arid,0.120971418,0.121480139,Exceptionally Low,0.123365289,0.124243647,Exceptionally Low,0.117601619,0.118241057,Exceptionally Low,0.112519099,0.113476114,Exceptionally Low,0.115594405,0.116918278,Exceptionally Low
41,30.36293712,76.81495411,Ambala,India,Asia,IND,Asia,South-East Asia,Medium,Temperate,0.411995341,0.410774999,Moderate,0.365365133,0.364042344,Low,0.479798782,0.47950703,Moderate,0.357327572,0.357024971,Low,0.479798782,0.412749353,Moderate
42,31.97680056,35.9471688,Amman,Jordan,Asia,JOR,Asia,Eastern Mediterranean,High,Arid,0.184674234,0.169342701,Exceptionally Low,0.186875413,0.172584923,Exceptionally Low,0.166609496,0.156380478,Exceptionally Low,0.172807235,0.158824313,Exceptionally Low,0.187130701,0.171717038,Exceptionally Low
43,20.91832384,77.75714054,Amravati,India,Asia,IND,Asia,South-East Asia,Medium,Tropical,0.315398266,0.313049521,Low,0.342756195,0.341744117,Low,0.383153621,0.379481873,Low,0.341648394,0.339067205,Low,0.383153621,0.307245173,Low
44,31.64234507,74.87686296,Amritsar,India,Asia,IND,Asia,South-East Asia,Medium,Arid,0.344367009,0.343068511,Low,0.337287997,0.346021159,Low,0.358372715,0.355007382,Low,0.312728006,0.328563578,Low,0.358372715,0.365782572,Low
45,52.35571208,4.850577718,Amsterdam,Netherlands,Europe,NLD,Europe,Europe,Very High,Temperate,0.391426993,0.370947897,Low,0.411291854,0.390435702,Low,0.410863525,0.393065035,Low,0.38855295,0.370873216,Low,0.401879284,0.383743449,Low
46,30.60371553,31.65936263,An Nazlah,Egypt,Africa,EGY,Africa,Eastern Mediterranean,High,Arid,0.502089113,0.496547182,Moderate,0.47817254,0.472678303,Moderate,0.453697086,0.448093254,Moderate,0.519940974,0.512802231,High,0.513540749,0.505849564,High
47,22.55254773,72.94315728,Anand,India,Asia,IND,Asia,South-East Asia,Medium,Tropical,0.390438383,0.389542995,Low,0.378236693,0.377675537,Low,0.385188374,0.383504414,Low,0.385936925,0.384901384,Low,0.367315406,0.367425623,Low
48,15.13690331,120.6435016,Angeles,Philippines,Asia,PHL,Asia,Western Pacific,Medium,NA,0.503255996,0.514587062,High,0.517889848,0.538204155,High,0.493715321,0.513103407,High,0.49632762,0.516477735,High,0.493599664,0.505254054,High
49,39.95213112,32.84670683,Ankara,Turkey,Asia,TUR,Asia,Europe,Very High,Arid,0.246475186,0.248856854,Very Low,0.244803025,0.246155275,Very Low,0.266891012,0.271247587,Very Low,0.245020037,0.248150773,Very Low,0.244570357,0.248500475,Very Low
50,30.53175154,117.0633122,Anqing,China,Asia,CHN,Asia,Western Pacific,High,Temperate,0.267415922,0.232298002,Very Low,0.270904661,0.244788206,Very Low,0.27416547,0.253384477,Very Low,0.271615806,0.243131208,Very Low,0.284540004,0.256272719,Very Low
51,41.13402115,123.0037329,Anshan,China,Asia,CHN,Asia,Western Pacific,High,Continental,0.335270789,0.311125881,Low,0.33835902,0.323070031,Low,0.360279655,0.339593906,Low,0.307437845,0.300625994,Low,0.384531203,0.36024305,Low
52,36.91734206,30.72508187,Antalya,Turkey,Asia,TUR,Asia,Europe,Very High,Temperate,0.292813762,0.290183714,Very Low,0.254713892,0.250657209,Very Low,0.250459407,0.247895704,Very Low,0.259252249,0.256683878,Very Low,0.272743951,0.268572282,Very Low
53,-18.89829912,47.52444422,Antananarivo,Madagascar,Africa,MDG,Africa,Africa,Low,Temperate,0.352742798,0.362349933,Low,0.359339506,0.362920109,Low,0.367764838,0.359003531,Low,0.349876778,0.348849608,Low,0.37816326,0.369380314,Low
54,51.21633713,4.396139109,Antwerp,Belgium,Europe,BEL,Europe,Europe,Very High,Temperate,0.384350054,0.357992485,Low,0.384276083,0.356949027,Low,0.414295256,0.386029377,Low,0.378649809,0.351480596,Low,0.390197513,0.365441278,Low
55,36.110406,114.2829869,Anyang,China,Asia,CHN,Asia,Western Pacific,High,Arid,0.26688074,0.230765847,Very Low,0.335480135,0.291155344,Very Low,0.284155003,0.257183638,Very Low,0.304617935,0.264262643,Very Low,0.331778614,0.294571537,Very Low
56,-10.92155684,-37.07035962,Aracaju,Brazil,Latin America and the Caribbean,BRA,South and Central America,Americas,High,Tropical,0.315768557,0.285604728,Very Low,0.320085764,0.278835582,Very Low,0.332115848,0.293682768,Very Low,0.319942802,0.283128332,Very Low,0.328230624,0.29102195,Very Low
57,38.24672844,48.29012248,Ardabil,Iran,Asia,IRN,Asia,Eastern Mediterranean,High,Arid,0.191806132,0.192013731,Exceptionally Low,0.201506318,0.201428963,Very Low,0.180185516,0.180255443,Exceptionally Low,0.203609305,0.203232604,Very Low,0.175978389,0.17631456,Exceptionally Low
58,-16.39533264,-71.53812755,Arequipa,Peru,Latin America and the Caribbean,PER,South and Central America,Americas,High,Arid,0.216703082,0.215627869,Very Low,0.23711083,0.236552993,Very Low,0.184879168,0.187039174,Exceptionally Low,0.167294639,0.1682803,Exceptionally Low,0.204160436,0.202717254,Very Low
59,-3.384677778,36.69703561,Arusha,Tanzania,Africa,TZA,Africa,Africa,Low,Tropical,0.480882945,0.441992153,Moderate,0.49413671,0.450178709,Moderate,0.426603624,0.394887839,Low,0.457537871,0.422368951,Moderate,0.40599301,0.379233115,Low
60,23.72245494,86.8693597,Asansol,India,Asia,IND,Asia,South-East Asia,Medium,Tropical,0.433128699,0.44238372,Moderate,0.42438984,0.434858287,Moderate,0.485231425,0.485137126,Moderate,0.464625656,0.475197215,Moderate,0.424647829,0.417927636,Moderate
61,37.93541694,58.39178673,Ashgabat,Turkmenistan,Asia,TKM,Asia,Europe,High,Arid,0.210019367,0.206204783,Very Low,0.228689652,0.223403965,Very Low,0.19595479,0.19414802,Exceptionally Low,0.213605275,0.211692274,Very Low,0.194399474,0.193742639,Exceptionally Low
62,15.32867181,38.91976486,Asmara,Eritrea,Africa,ERI,Africa,Africa,Low,Arid,0.239123229,0.23877188,Very Low,0.287308461,0.28747984,Very Low,0.245338854,0.245610941,Very Low,0.248746697,0.249121774,Very Low,0.245338854,0.266477236,Very Low
63,46.35201273,48.02518429,Astrakhan,Russia,Europe,RUS,Europe,Europe,Very High,Arid,0.28340654,0.287120024,Very Low,0.260507563,0.264728713,Very Low,0.278601916,0.283009047,Very Low,0.301998105,0.304234844,Low,0.298675489,0.302423229,Low
64,-25.31734204,-57.53865811,Asuncion,Paraguay,Latin America and the Caribbean,PRY,South and Central America,Americas,High,Tropical,0.478602958,0.463018577,Moderate,0.469022522,0.454250509,Moderate,0.469530079,0.454270993,Moderate,0.464893916,0.449332139,Moderate,0.447806428,0.434813594,Moderate
65,27.17739028,31.20326129,Asyut,Egypt,Africa,EGY,Africa,Eastern Mediterranean,High,Arid,0.360174475,0.314022702,Low,0.374415275,0.324287351,Low,0.368152981,0.322699231,Low,0.378582608,0.329768214,Low,0.358230175,0.31253362,Low
66,21.28413084,40.42399871,At Taif,Saudi Arabia,Asia,SAU,Asia,Eastern Mediterranean,Very High,Arid,0.112808723,0.113389612,Exceptionally Low,0.126379155,0.126284848,Exceptionally Low,0.118601358,0.118806156,Exceptionally Low,0.111057504,0.110545965,Exceptionally Low,0.132811552,0.132279595,Exceptionally Low
67,33.64083734,44.38409996,At Tarimiyah,Iraq,Asia,IRQ,Asia,Eastern Mediterranean,Medium,Arid,0.289730866,0.30326687,Low,0.328096464,0.332783305,Low,0.303467957,0.314600772,Low,0.277377021,0.28705092,Very Low,0.360467169,0.369395006,Low
68,37.9999031,23.74268788,Athens,Greece,Europe,GRC,Europe,Europe,Very High,Temperate,0.246017779,0.213601309,Very Low,0.236815355,0.20430961,Very Low,0.226636817,0.194843407,Exceptionally Low,0.225138752,0.193925651,Exceptionally Low,0.210146327,0.188610132,Exceptionally Low
69,33.84096954,-84.30090571,Atlanta,United States,Northern America,USA,Northern America,Americas,Very High,Temperate,0.482186433,0.492623499,Moderate,0.504174136,0.515154623,High,0.512414698,0.523852101,High,0.510041874,0.522605556,High,0.506819752,0.518465541,High
70,-36.92012789,174.7964426,Auckland,New Zealand,Oceania,NZL,Oceania,Western Pacific,Very High,Temperate,0.377474464,0.403616697,Moderate,0.325082746,0.34525075,Low,0.368227786,0.39516258,Low,0.350854609,0.378482575,Low,0.369928203,0.394771091,Low
71,19.87402085,75.33850423,Aurangabad,India,Asia,IND,Asia,South-East Asia,Medium,Arid,0.302887031,0.303199814,Low,0.308665051,0.308328767,Low,0.334647001,0.333666916,Low,0.325056222,0.324745766,Low,0.33038036,0.342558275,Low
72,30.37163753,-97.73513149,Austin,United States,Northern America,USA,Northern America,Americas,Very High,Temperate,0.447173816,0.448461185,Moderate,0.455183411,0.459540515,Moderate,0.390633966,0.392347711,Low,0.392439748,0.399002174,Low,0.431040941,0.434536693,Moderate
73,26.05741914,83.18074326,Azamgarh,India,Asia,IND,Asia,South-East Asia,Medium,Temperate,0.432936138,0.432947629,Moderate,0.391360542,0.392376699,Low,0.467842088,0.467625066,Moderate,0.451841159,0.4531255,Moderate,0.467842088,0.459039952,Moderate
74,10.66167679,122.9574542,Bacolod,Philippines,Asia,PHL,Asia,Western Pacific,Medium,Tropical,0.43452386,0.402670154,Moderate,0.415425518,0.385222486,Low,0.425803685,0.398597717,Low,0.4226001,0.395322018,Low,0.421328274,0.388324454,Low
75,33.3214056,44.38012986,Baghdad,Iraq,Asia,IRQ,Asia,Eastern Mediterranean,Medium,Arid,0.129751382,0.125723254,Exceptionally Low,0.134700032,0.126435088,Exceptionally Low,0.132939603,0.126582069,Exceptionally Low,0.127868453,0.123026762,Exceptionally Low,0.145412885,0.137038585,Exceptionally Low
76,27.5819141,81.61379142,Bahraich,India,Asia,IND,Asia,South-East Asia,Medium,Temperate,0.370919978,0.372055031,Low,0.415749803,0.419188494,Moderate,0.367941003,0.368430155,Low,0.356715679,0.357425836,Low,0.351018018,0.374029218,Low
77,35.36381044,-119.0475354,Bakersfield,United States,Northern America,USA,Northern America,Americas,Very High,Arid,0.232446576,0.242468829,Very Low,0.246241214,0.255347964,Very Low,0.218100934,0.230346356,Very Low,0.228009302,0.231377597,Very Low,0.232287212,0.241100741,Very Low
78,40.42025654,49.87263748,Baku,Azerbaijan,Asia,AZE,Asia,Europe,High,Arid,0.167103467,0.168362174,Exceptionally Low,0.180718653,0.180631678,Exceptionally Low,0.185073938,0.18294734,Exceptionally Low,0.170615207,0.172641972,Exceptionally Low,0.172117637,0.17382342,Exceptionally Low
79,-1.243612554,116.8696319,Balikpapan,Indonesia,Asia,IDN,Asia,South-East Asia,High,Tropical,0.333391112,0.349372008,Low,0.337744278,0.353363579,Low,0.269430689,0.282416411,Very Low,0.354167788,0.370364333,Low,0.295230402,0.308142933,Low
80,15.14253617,76.91298295,Ballari,India,Asia,IND,Asia,South-East Asia,Medium,Arid,0.406889503,0.405284848,Moderate,0.373652381,0.372572607,Low,0.357842456,0.356659406,Low,0.404431088,0.402977123,Moderate,0.357842456,0.29207893,Very Low
81,25.77393872,84.17299082,Ballia,India,Asia,IND,Asia,South-East Asia,Medium,Temperate,0.479195564,0.478998127,Moderate,0.462366538,0.462014057,Moderate,0.46823095,0.468506062,Moderate,0.458818909,0.457488341,Moderate,0.458903571,0.453612424,Moderate
82,27.41765306,82.17279514,Balrampur,India,Asia,IND,Asia,South-East Asia,Medium,Temperate,0.456069091,0.457319048,Moderate,0.512938546,0.514312367,High,0.413747048,0.413482733,Moderate,0.372623165,0.374263844,Low,0.413747048,0.475559271,Moderate
83,47.754,27.9184,Balti,Moldova,Europe,MDA,Europe,Europe,High,Continental,0.454922826,0.452834348,Moderate,0.424650208,0.423340783,Moderate,0.497396834,0.495310062,Moderate,0.403183216,0.400923587,Moderate,0.456126647,0.458900434,Moderate
84,39.31155264,-76.61148208,Baltimore,United States,Northern America,USA,Northern America,Americas,Very High,Temperate,0.461423439,0.461870831,Moderate,0.468302774,0.468410103,Moderate,0.451501493,0.453806249,Moderate,0.473721647,0.476318036,Moderate,0.468505034,0.470733465,Moderate
85,12.62064018,-7.979711566,Bamako,Mali,Africa,MLI,Africa,Africa,Low,Tropical,0.26160056,0.220991305,Very Low,0.281613826,0.24532285,Very Low,0.232040239,0.20139765,Very Low,0.221338471,0.194009708,Exceptionally Low,0.266852061,0.235709467,Very Low
86,25.48199754,80.33971103,Banda,India,Asia,IND,Asia,South-East Asia,Medium,Temperate,0.321976514,0.321338199,Low,0.332339734,0.331804249,Low,0.361730473,0.361118874,Low,0.36355011,0.364571455,Low,0.361730473,0.355919461,Low
87,-5.407703981,105.2765881,Bandar Lampung,Indonesia,Asia,IDN,Asia,South-East Asia,High,Tropical,0.37915823,0.377647709,Low,0.336955727,0.337892969,Low,0.382461008,0.386080588,Low,0.387119927,0.391566218,Low,0.370124212,0.374346912,Low
88,4.880750176,114.9248353,Bandar Seri Begawan,Brunei,Asia,BRN,Asia,Western Pacific,Very High,Tropical,0.437283508,0.486663764,Moderate,0.446436799,0.489011521,Moderate,0.451349117,0.498687356,Moderate,0.452155035,0.493544004,Moderate,0.460174873,0.50445571,High
89,-6.941582418,107.6430998,Bandung,Indonesia,Asia,IDN,Asia,South-East Asia,High,Tropical,0.410871185,0.304859719,Low,0.418233256,0.31996661,Low,0.415365908,0.318242264,Low,0.429715373,0.321778202,Low,0.423081084,0.321899891,Low
90,13.7668898,100.5437099,Bangkok,Thailand,Asia,THA,Asia,South-East Asia,Very High,Tropical,0.363604275,0.327352273,Low,0.359392184,0.331203196,Low,0.305862892,0.277843889,Very Low,0.341588738,0.318809693,Low,0.355838455,0.328016023,Low
91,4.38866078,18.54393061,Bangui,Central African Republic,Africa,CAF,Africa,Africa,Low,Tropical,0.421574899,0.343017421,Low,0.373634622,0.306702195,Low,0.382341047,0.314366816,Low,0.34242027,0.284591265,Very Low,0.37244714,0.302837088,Low
92,30.49803656,31.20537698,Banha,Egypt,Africa,EGY,Africa,Eastern Mediterranean,High,Arid,0.423272975,0.355758818,Low,0.407104598,0.343648029,Low,0.405829818,0.341300895,Low,0.371511152,0.318721665,Low,0.411125326,0.345698262,Low
93,-3.322646922,114.6050195,Banjarmasin,Indonesia,Asia,IDN,Asia,South-East Asia,High,Tropical,0.444983588,0.397922309,Low,0.410767869,0.359539919,Low,0.397111975,0.34448167,Low,0.401295313,0.358965954,Low,0.412184593,0.363973444,Low
94,38.85169521,115.4831142,Baoding,China,Asia,CHN,Asia,Western Pacific,High,Arid,0.317884406,0.279338118,Very Low,0.336661066,0.308893507,Low,0.298076859,0.281927932,Very Low,0.339323326,0.311381031,Low,0.299515228,0.280495974,Very Low
95,34.36498756,107.2160163,Baoji,China,Asia,CHN,Asia,Western Pacific,High,Temperate,0.352622331,0.361975252,Low,0.349807711,0.351357623,Low,0.37792833,0.392388735,Low,0.394682827,0.392507032,Low,0.386846708,0.387446269,Low
96,40.6331957,109.8931888,Baotou,China,Asia,CHN,Asia,Western Pacific,High,Arid,0.19863205,0.192331606,Exceptionally Low,0.227354329,0.214751964,Very Low,0.243999674,0.227634705,Very Low,0.205647773,0.197409389,Exceptionally Low,0.238235195,0.223096325,Very Low
97,41.40643704,2.157110723,Barcelona [Spain],Spain,Europe,ESP,Europe,Europe,Very High,Temperate,0.292071345,0.25448058,Very Low,0.314825495,0.276864376,Very Low,0.301100107,0.256269751,Very Low,0.311222407,0.271237712,Very Low,0.281106131,0.240857324,Very Low
98,10.1466621,-64.67693106,Barcelona [Venezuela],Bolivarian Republic of Venezuela,Latin America and the Caribbean,VEN,South and Central America,Americas,Medium,Arid,0.302488656,0.178551191,Exceptionally Low,0.33911826,0.19036287,Exceptionally Low,0.336223815,0.193284115,Exceptionally Low,0.349386642,0.200235691,Very Low,0.355841892,0.198959152,Exceptionally Low
99,28.38445351,79.4171516,Bareilly,India,Asia,IND,Asia,South-East Asia,Medium,Temperate,0.383262622,0.383674039,Low,0.332157765,0.333637188,Low,0.40990984,0.411383939,Moderate,0.387761809,0.388230762,Low,0.40990984,0.333150845,Low
100,53.3467502,83.70426167,Barnaul,Russia,Europe,RUS,Europe,Europe,Very High,Continental,0.404837445,0.405337576,Moderate,0.363883797,0.365710424,Low,0.384422815,0.385604768,Low,0.389023604,0.389702813,Low,0.341654804,0.342663477,Low
